time	Ue	Ua
7.437928047115875e-004	7.517122e-002	-2.172889e+000
7.458618698077254e-004	8.344748e-002	-2.616134e+000
7.479309349038634e-004	9.172374e-002	-3.061435e+000
7.500000000000013e-004	1.000000e-001	-3.508793e+000
7.503525691322725e-004	9.858973e-002	-3.583463e+000
7.510214226096759e-004	9.591431e-002	-3.713769e+000
7.517113819581079e-004	9.315448e-002	-3.830178e+000
7.523873114592760e-004	9.045076e-002	-3.926308e+000
7.533873114592760e-004	8.645076e-002	-4.036010e+000
7.543873114592760e-004	8.245075e-002	-4.111842e+000
7.553873114592761e-004	7.845075e-002	-4.153455e+000
7.563873114592761e-004	7.445075e-002	-4.164229e+000
7.573873114592761e-004	7.045075e-002	-4.147649e+000
7.583873114592761e-004	6.645075e-002	-4.107049e+000
7.593873114592762e-004	6.245076e-002	-4.045483e+000
7.603873114592762e-004	5.845075e-002	-3.965665e+000
7.613873114592762e-004	5.445075e-002	-3.869970e+000
7.623873114592762e-004	5.045075e-002	-3.760452e+000
7.633873114592763e-004	4.645075e-002	-3.638879e+000
7.643873114592763e-004	4.245076e-002	-3.506766e+000
7.653873114592763e-004	3.845076e-002	-3.365416e+000
7.673873114592764e-004	3.045075e-002	-3.059323e+000
7.693873114592764e-004	2.245075e-002	-2.727827e+000
7.723873114592765e-004	1.045075e-002	-2.194440e+000
7.753873114592766e-004	-1.549246e-003	-1.628953e+000
7.783873114592766e-004	-1.354925e-002	-1.040313e+000
7.813873114592767e-004	-2.554925e-002	-4.347516e-001
7.823873114592767e-004	-2.954925e-002	-2.299420e-001
7.833873114592767e-004	-3.354925e-002	-2.388393e-002
7.843873114592768e-004	-3.754925e-002	1.833057e-001
7.873873114592768e-004	-4.954924e-002	8.106625e-001
7.891891241079518e-004	-5.675650e-002	1.191578e+000
7.909909367566267e-004	-6.396375e-002	1.573910e+000
7.927927494053017e-004	-7.117100e-002	1.957659e+000
7.945945620539766e-004	-7.837825e-002	2.342825e+000
7.963963747026516e-004	-8.558550e-002	2.729407e+000
7.981981873513265e-004	-9.279275e-002	3.117405e+000
8.000000000000015e-004	-1.000000e-001	3.506820e+000
8.007000000000014e-004	-9.720000e-002	3.650606e+000
8.012117698426460e-004	-9.515292e-002	3.745965e+000
8.017339603734902e-004	-9.306416e-002	3.832193e+000
8.025214132906319e-004	-8.991434e-002	3.940535e+000
8.035165443270355e-004	-8.593382e-002	4.045821e+000
8.045165443270355e-004	-8.193383e-002	4.117019e+000
8.055165443270355e-004	-7.793383e-002	4.154460e+000
8.065165443270356e-004	-7.393382e-002	4.161514e+000
8.075165443270356e-004	-6.993382e-002	4.141655e+000
8.085165443270356e-004	-6.593382e-002	4.098188e+000
8.095165443270356e-004	-6.193382e-002	4.034123e+000
8.105165443270357e-004	-5.793382e-002	3.952133e+000
8.115165443270357e-004	-5.393382e-002	3.854547e+000
8.125165443270357e-004	-4.993382e-002	3.743382e+000
8.135165443270357e-004	-4.593382e-002	3.620369e+000
8.145165443270358e-004	-4.193382e-002	3.486997e+000
8.155165443270358e-004	-3.793382e-002	3.344541e+000
8.175165443270358e-004	-2.993382e-002	3.036615e+000
8.195165443270359e-004	-2.193382e-002	2.703684e+000
8.225165443270359e-004	-9.933823e-003	2.168684e+000
8.255165443270360e-004	2.066177e-003	1.602042e+000
8.285165443270361e-004	1.406618e-002	1.012562e+000
8.305165443270361e-004	2.206618e-002	6.099997e-001
8.325165443270362e-004	3.006618e-002	2.014054e-001
8.335165443270362e-004	3.406618e-002	-4.804820e-003
8.355165443270363e-004	4.206618e-002	-4.204736e-001
8.375856094231742e-004	5.034244e-002	-8.554926e-001
8.396546745193121e-004	5.861870e-002	-1.292568e+000
8.417237396154500e-004	6.689496e-002	-1.731700e+000
8.437928047115878e-004	7.517122e-002	-2.172889e+000
8.458618698077258e-004	8.344748e-002	-2.616134e+000
8.479309349038636e-004	9.172374e-002	-3.061435e+000
8.500000000000016e-004	1.000000e-001	-3.508793e+000
8.503525691322659e-004	9.858973e-002	-3.583463e+000
8.510214226096632e-004	9.591431e-002	-3.713769e+000
8.517113819580878e-004	9.315448e-002	-3.830178e+000
8.523873114592528e-004	9.045076e-002	-3.926308e+000
8.533873114592529e-004	8.645076e-002	-4.036010e+000
8.543873114592529e-004	8.245075e-002	-4.111842e+000
8.553873114592529e-004	7.845075e-002	-4.153455e+000
8.563873114592529e-004	7.445075e-002	-4.164229e+000
8.573873114592530e-004	7.045075e-002	-4.147649e+000
8.583873114592530e-004	6.645075e-002	-4.107049e+000
8.593873114592530e-004	6.245076e-002	-4.045483e+000
8.603873114592530e-004	5.845075e-002	-3.965665e+000
8.613873114592531e-004	5.445075e-002	-3.869970e+000
8.623873114592531e-004	5.045075e-002	-3.760452e+000
8.633873114592531e-004	4.645075e-002	-3.638879e+000
8.643873114592531e-004	4.245076e-002	-3.506766e+000
8.653873114592532e-004	3.845076e-002	-3.365416e+000
8.673873114592532e-004	3.045075e-002	-3.059323e+000
8.693873114592533e-004	2.245075e-002	-2.727827e+000
8.723873114592533e-004	1.045075e-002	-2.194440e+000
8.753873114592534e-004	-1.549246e-003	-1.628953e+000
8.783873114592535e-004	-1.354925e-002	-1.040313e+000
8.813873114592535e-004	-2.554925e-002	-4.347516e-001
8.823873114592536e-004	-2.954925e-002	-2.299420e-001
8.833873114592536e-004	-3.354925e-002	-2.388393e-002
8.843873114592536e-004	-3.754925e-002	1.833057e-001
8.873873114592537e-004	-4.954924e-002	8.106625e-001
8.891891241079319e-004	-5.675650e-002	1.191578e+000
8.909909367566103e-004	-6.396375e-002	1.573910e+000
8.927927494052885e-004	-7.117100e-002	1.957659e+000
8.945945620539667e-004	-7.837825e-002	2.342825e+000
8.963963747026449e-004	-8.558550e-002	2.729407e+000
8.981981873513233e-004	-9.279275e-002	3.117405e+000
9.000000000000015e-004	-1.000000e-001	3.506820e+000
9.007000000000015e-004	-9.720000e-002	3.650606e+000
9.012117698426463e-004	-9.515292e-002	3.745965e+000
9.017339603734900e-004	-9.306416e-002	3.832193e+000
9.025214132906319e-004	-8.991434e-002	3.940535e+000
9.035165443270352e-004	-8.593382e-002	4.045821e+000
9.045165443270352e-004	-8.193383e-002	4.117019e+000
9.055165443270353e-004	-7.793383e-002	4.154460e+000
9.065165443270353e-004	-7.393382e-002	4.161514e+000
9.075165443270353e-004	-6.993382e-002	4.141655e+000
9.085165443270353e-004	-6.593382e-002	4.098188e+000
9.095165443270354e-004	-6.193382e-002	4.034123e+000
9.105165443270354e-004	-5.793382e-002	3.952133e+000
9.115165443270354e-004	-5.393382e-002	3.854547e+000
9.125165443270354e-004	-4.993382e-002	3.743382e+000
9.135165443270354e-004	-4.593382e-002	3.620369e+000
9.145165443270355e-004	-4.193382e-002	3.486997e+000
9.155165443270355e-004	-3.793382e-002	3.344541e+000
9.175165443270355e-004	-2.993382e-002	3.036615e+000
9.195165443270356e-004	-2.193382e-002	2.703684e+000
9.225165443270357e-004	-9.933823e-003	2.168684e+000
9.255165443270357e-004	2.066177e-003	1.602042e+000
9.285165443270358e-004	1.406618e-002	1.012562e+000
9.305165443270359e-004	2.206618e-002	6.099997e-001
9.325165443270359e-004	3.006618e-002	2.014054e-001
9.335165443270359e-004	3.406618e-002	-4.804820e-003
9.355165443270360e-004	4.206618e-002	-4.204736e-001
9.375856094231739e-004	5.034244e-002	-8.554926e-001
9.396546745193119e-004	5.861870e-002	-1.292568e+000
9.417237396154498e-004	6.689496e-002	-1.731700e+000
9.437928047115879e-004	7.517122e-002	-2.172889e+000
9.458618698077258e-004	8.344748e-002	-2.616134e+000
9.479309349038638e-004	9.172374e-002	-3.061435e+000
9.500000000000017e-004	1.000000e-001	-3.508793e+000
9.503525691322752e-004	9.858973e-002	-3.583463e+000
9.510214226096810e-004	9.591431e-002	-3.713769e+000
9.517113819581157e-004	9.315448e-002	-3.830178e+000
9.523873114592849e-004	9.045076e-002	-3.926308e+000
9.533873114592849e-004	8.645076e-002	-4.036010e+000
9.543873114592849e-004	8.245075e-002	-4.111842e+000
9.553873114592849e-004	7.845075e-002	-4.153455e+000
9.563873114592850e-004	7.445075e-002	-4.164229e+000
9.573873114592850e-004	7.045075e-002	-4.147649e+000
9.583873114592850e-004	6.645075e-002	-4.107049e+000
9.593873114592850e-004	6.245076e-002	-4.045483e+000
9.603873114592851e-004	5.845075e-002	-3.965665e+000
9.613873114592851e-004	5.445075e-002	-3.869970e+000
9.623873114592851e-004	5.045075e-002	-3.760452e+000
9.633873114592851e-004	4.645075e-002	-3.638879e+000
9.643873114592852e-004	4.245076e-002	-3.506766e+000
9.653873114592852e-004	3.845076e-002	-3.365416e+000
9.673873114592852e-004	3.045075e-002	-3.059323e+000
9.693873114592853e-004	2.245075e-002	-2.727827e+000
9.723873114592854e-004	1.045075e-002	-2.194440e+000
9.753873114592854e-004	-1.549246e-003	-1.628953e+000
9.783873114592853e-004	-1.354925e-002	-1.040313e+000
9.813873114592850e-004	-2.554925e-002	-4.347516e-001
9.823873114592849e-004	-2.954925e-002	-2.299420e-001
9.833873114592849e-004	-3.354925e-002	-2.388393e-002
9.843873114592848e-004	-3.754925e-002	1.833057e-001
9.873873114592845e-004	-4.954924e-002	8.106625e-001
9.889587400307130e-004	-5.583496e-002	1.142635e+000
9.905301686021415e-004	-6.212067e-002	1.475762e+000
9.921015971735699e-004	-6.840639e-002	1.810046e+000
9.936730257449982e-004	-7.469210e-002	2.145485e+000
9.952444543164267e-004	-8.097782e-002	2.482080e+000
9.968158828878551e-004	-8.726353e-002	2.819830e+000
9.983873114592836e-004	-9.354924e-002	3.158736e+000
9.990000000000018e-004	-9.600000e-002	3.290914e+000
1.000000000000000e-003	-1.000000e-001	3.506820e+000
