time	V(n002)
7.011720662471868e-002	-4.805665e+000
7.013033411523427e-002	-4.804363e+000
7.014346160574986e-002	-4.800532e+000
7.500000000000000e-002	-4.800532e+000
7.500000096556510e-002	-4.800532e+000
7.500000289669531e-002	-4.800532e+000
7.500011027814969e-002	-4.798193e+000
7.500021765960407e-002	-4.788861e+000
7.500032504105846e-002	-4.772537e+000
7.500043242251285e-002	-4.749220e+000
7.500053980396723e-002	-4.718911e+000
7.500064718542161e-002	-4.681609e+000
7.500075456687599e-002	-4.637314e+000
7.500100000000000e-002	-4.542199e+000
7.500102454331240e-002	-4.532276e+000
7.500107362993720e-002	-4.512398e+000
7.500728626875998e-002	-1.994632e+000
7.501040994007115e-002	-7.734916e-001
7.501571152410139e-002	1.140246e+000
7.502054470271789e-002	2.589677e+000
7.502510929595811e-002	3.557932e+000
7.502985153969509e-002	4.204109e+000
7.503167067958497e-002	4.359414e+000
7.503385243319395e-002	4.477802e+000
7.503664133822799e-002	4.585714e+000
7.503931746428336e-002	4.656694e+000
7.504447924660637e-002	4.733985e+000
7.504969879022749e-002	4.758136e+000
7.505491833384863e-002	4.777340e+000
7.506013787746975e-002	4.791595e+000
7.506535742109088e-002	4.800902e+000
7.507057696471201e-002	4.805261e+000
7.507579650833314e-002	4.804672e+000
7.508101605195426e-002	4.799136e+000
7.990663948885095e-002	4.799403e+000
8.000100000000000e-002	4.799403e+000
8.000100206358672e-002	4.799403e+000
8.000100619076016e-002	4.799403e+000
8.000111613900120e-002	4.796517e+000
8.000122608724224e-002	4.786440e+000
8.000133603548328e-002	4.769171e+000
8.000144598372432e-002	4.744711e+000
8.000155593196535e-002	4.713058e+000
8.000166588020639e-002	4.674215e+000
8.000177582844743e-002	4.628180e+000
8.000200000000000e-002	4.540978e+000
8.000202241715526e-002	4.531917e+000
8.000206725146578e-002	4.513764e+000
8.000804814168067e-002	2.088596e+000
8.001096805749512e-002	9.464931e-001
8.001680788912403e-002	-1.146166e+000
8.002233843280034e-002	-2.754211e+000
8.002733882347944e-002	-3.740268e+000
8.003196621505773e-002	-4.294447e+000
8.003386638687103e-002	-4.432010e+000
8.003595277300490e-002	-4.528088e+000
8.003868207306314e-002	-4.617781e+000
8.004403017585941e-002	-4.718964e+000
8.004835549566948e-002	-4.747361e+000
8.005268081547955e-002	-4.770136e+000
8.005700613528961e-002	-4.787288e+000
8.006133145509969e-002	-4.798818e+000
8.006565677490976e-002	-4.804726e+000
8.006998209471983e-002	-4.805012e+000
8.007430741452989e-002	-4.799675e+000
8.500000000000001e-002	-4.800532e+000
8.500000200412081e-002	-4.800532e+000
8.500000601236239e-002	-4.800532e+000
8.500011589158978e-002	-4.797668e+000
8.500022577081717e-002	-4.787618e+000
8.500033565004456e-002	-4.770380e+000
8.500044552927195e-002	-4.745955e+000
